id_pedido,id_cliente,Tipo_vivienda,Dirección,Comuna,Latitud,Longitud,fecha_entrega,día,a_ventana,b_ventana,peso_pedido,volumen_pedido
ORD-CL-202612-001296,14462552-5,False,"calle morande 5878, Las Condes, Santiago, Chile",Las Condes,-33.398723296541,-70.512746004627,2026-12-13,13,540,1260,312351,3121016
ORD-CL-202612-001297,10492886  -  1,True,"avenida. la florida 4098, Maipú, Santiago, Chile",Maipú,-33.586701823938,-70.708090522581,2026-12-14,14,540,660,61499,280745
ORD-CL-202612-001298,13.826.430 - 9,False,"avenida mapocho 1366, Recoleta, Santiago, Chile",Recoleta,-33.432010847019,-70.665523955832,2026-12-13,13,540,1260,128730,867303
ORD-CL-202612-001299,12.640.228-4,True,"avenida. recoleta 3473, La Reina, Santiago, Chile",La Reina,-33.394248667664,-70.642507585559,2026-12-13,13,540,660,110670,378574
ORD-CL-202612-001300,9.773.767 - 8,False,"avenida. la florida 7492, Santiago, Santiago, Chile",Santiago,-33.522294261012,-70.578568765725,2026-12-13,13,540,1260,93876,704334
ORD-CL-202612-001301,21.728.745 - 7,False,"calle san antonio 7706, La Florida, Santiago, Chile",La Florida,-33.521891353878,-70.601773223348,2026-12-13,13,540,1260,281022,1582927
ORD-CL-202612-001302,8823811-3,True,"avenida. kennedy 7331, Independencia, Santiago, Chile",Independencia,-33.394146023642,-70.559264816442,2026-12-15,15,540,660,326552,2237929
ORD-CL-202612-001303,6697870 - 5,False,"calle santo domingo 1727, Las Condes, Santiago, Chile",Las Condes,-33.437219496012,-70.6610094864,2026-12-13,13,540,1260,351648,2688244
ORD-CL-202612-001304,14.570.237  -  8,False,"gran avenida jose miguel carrera 7970, Maipú, Santiago, Chile",Maipú,-33.583819404267,-70.697546645406,2026-12-14,14,540,1260,282756,2888701
ORD-CL-202612-001305,20.324.755-0,True,"avenida. mapocho 8056, San Miguel, Santiago, Chile",San Miguel,-33.422288143225,-70.751664189845,2026-12-14,14,1140,1260,48721,257962
ORD-CL-202612-001306,22570788-8,True,"calle morande 2222, Vitacura, Santiago, Chile",Vitacura,-33.3818347,-70.5658306,2026-12-12,12,1020,1140,187984,1063785
ORD-CL-202612-001307,10.492.886-1,True,"avenida. la florida 4098, Maipú, Santiago, Chile",Maipú,-33.586701823938,-70.708090522581,2026-12-14,14,1140,1260,31499,227292
ORD-CL-202612-001308,17.846.844 - 9,True,"calle san diego 2838, Vitacura, Santiago, Chile",Vitacura,-33.3818347,-70.5658306,2026-12-14,14,660,780,64488,266981
ORD-CL-202612-001309,10.996.031 - 8,True,"calle merced 635, Puente Alto, Santiago, Chile",Puente Alto,-33.437769805751,-70.646300441886,2026-12-13,13,900,1020,66948,383708
ORD-CL-202612-001310,10974518 - 9,True,"calle teatinos 8575, Santiago, Santiago, Chile",Santiago,-33.444727838885,-70.654178327001,2026-12-13,13,1020,1140,317412,2009554
ORD-CL-202612-001311,9.543.617-7,True,"calle san antonio 9038, Las Condes, Santiago, Chile",Las Condes,-33.374848354482,-70.509384848123,2026-12-14,14,1020,1140,52513,316939
ORD-CL-202612-001312,18.894.789 - 6,True,"calle san antonio 7865, Vitacura, Santiago, Chile",Vitacura,-33.374848354482,-70.509384848123,2026-12-14,14,1020,1140,423810,3081259
ORD-CL-202612-001313,12091711 - 6,False,"avenida. vitacura 6199, Maipú, Santiago, Chile",Maipú,-33.386337217175,-70.564034432011,2026-12-13,13,540,1260,76593,574810
ORD-CL-202612-001314,19.948.802-5,False,"avenida. providencia 7581, Independencia, Santiago, Chile",Independencia,-33.4223899,-70.6551983,2026-12-14,14,540,1260,368059,2205823
ORD-CL-202612-001315,19.375.697-3,False,"avenida. recoleta 9915, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,2026-12-13,13,540,1260,70161,478883
ORD-CL-202612-001316,20.343.616-1,False,"avenida. providencia 5117, Maipú, Santiago, Chile",Maipú,-33.483049751453,-70.743798200532,2026-12-13,13,540,1260,357506,2932332
ORD-CL-202612-001317,21.079.522-3,True,"avenida. irarrazaval 2958, Independencia, Santiago, Chile",Independencia,-33.454510269826,-70.600312154833,2026-12-13,13,1020,1140,58891,216473
ORD-CL-202612-001318,9.670.768-9,True,"avenida. pajaritos 8829, Recoleta, Santiago, Chile",Recoleta,-33.458617911353,-70.713213175,2026-12-14,14,1140,1260,158922,777874
ORD-CL-202612-001319,13.730.612-4,True,"calle teatinos 1095, Puente Alto, Santiago, Chile",Puente Alto,-33.432341122765,-70.65563659483,2026-12-15,15,1020,1140,131149,505236
ORD-CL-202612-001320,22.432.854 - 8,True,"avenida. providencia 2654, Maipú, Santiago, Chile",Maipú,-33.483049751453,-70.743798200532,2026-12-13,13,780,900,144657,841037
ORD-CL-202612-001321,9.214.681-8,True,"calle amunategui 4416, Las Condes, Santiago, Chile",Las Condes,-33.468690297155,-70.69729201714,2026-12-14,14,900,1020,403206,3636004
ORD-CL-202612-001322,17.978.490-4,False,"avenida. kennedy 6477, Santiago, Santiago, Chile",Santiago,-33.396595218112,-70.566288388595,2026-12-14,14,540,1260,109066,446573
ORD-CL-202612-001323,13.302.830-8,False,"avenida. tobalaba 7793, Puente Alto, Santiago, Chile",Puente Alto,-33.569703671885,-70.552816181039,2026-12-13,13,540,1260,167751,1252846
ORD-CL-202612-001324,21.749.736-4,True,"avenida. tobalaba 472, Santiago, Santiago, Chile",Santiago,-33.516573659492,-70.558548161248,2026-12-14,14,1020,1140,58225,417106
ORD-CL-202612-001325,14658958-5,False,"calle santo domingo 8354, Estación Central, Santiago, Chile",Estación Central,-33.439842766824,-70.695467808671,2026-12-15,15,540,1260,271670,1674829
ORD-CL-202612-001326,22.855.940-5,False,"calle catedral 7344, Providencia, Santiago, Chile",Providencia,-33.437648932906,-70.654065930895,2026-12-13,13,540,1260,247915,612940
ORD-CL-202612-001327,22.220.386 - 9,True,"avenida. las condes 8422, Vitacura, Santiago, Chile",Vitacura,-33.396652143675,-70.550162403594,2026-12-14,14,900,1020,294283,1033730
ORD-CL-202612-001328,14081942-3,True,"avenida. vicuna mackenna 139, Puente Alto, Santiago, Chile",Puente Alto,-33.565753567296,-70.584383197401,2026-12-14,14,780,900,103512,800859
ORD-CL-202612-001329,18.894.789 - 6,True,"calle san antonio 7865, Vitacura, Santiago, Chile",Vitacura,-33.374848354482,-70.509384848123,2026-12-14,14,780,900,78061,444285
ORD-CL-202612-001330,22850595-3,True,"avenida. irarrazaval 9304, Independencia, Santiago, Chile",Independencia,-33.547530889761,-70.625958241175,2026-12-12,12,900,1020,261524,1613271
ORD-CL-202612-001331,9.828.635-1,False,"avenida. santa rosa 5483, La Reina, Santiago, Chile",La Reina,-33.506889414947,-70.63835942372,2026-12-13,13,540,1260,195689,1518044
ORD-CL-202612-001332,14.449.066-2,True,"calle santo domingo 9845, Lo Prado, Santiago, Chile",Lo Prado,-33.439842766824,-70.695467808671,2026-12-13,13,540,660,69340,521514
ORD-CL-202612-001333,7910497-1,True,"avenida. independencia 4637, Providencia, Santiago, Chile",Providencia,-33.385548355946,-70.677329967804,2026-12-14,14,660,780,31916,252465
ORD-CL-202612-001334,19.479.187-1,True,"avenida. irarrazaval 412, Vitacura, Santiago, Chile",Vitacura,-33.452213369247,-70.626383296393,2026-12-14,14,540,660,461769,4408629
ORD-CL-202612-001335,14599419-5,True,"calle santo domingo 6187, Providencia, Santiago, Chile",Providencia,-33.435843117403,-70.647873619128,2026-12-12,12,540,660,75939,713860
ORD-CL-202612-001336,10083641-6,True,"avenida. kennedy 512, Ñuñoa, Santiago, Chile",Ñuñoa,-33.549090110196,-70.581283019222,2026-12-13,13,1140,1260,198477,1613062
ORD-CL-202612-001337,22.261.538-1,True,"avenida. departamental 7599, Recoleta, Santiago, Chile",Recoleta,-33.510780395858,-70.571082918242,2026-12-13,13,540,660,330839,2475453
ORD-CL-202612-001338,14.005.353-7,False,"calle morande 3761, Quinta Normal, Santiago, Chile",Quinta Normal,-33.434552626656,-70.682596353604,2026-12-14,14,540,1260,182296,1197728
ORD-CL-202612-001339,9543617 - 7,True,"calle san antonio 9038, Las Condes, Santiago, Chile",Las Condes,-33.374848354482,-70.509384848123,2026-12-13,13,1020,1140,109971,729807
ORD-CL-202612-001340,21.749.736-4,True,"avenida. tobalaba 472, Santiago, Santiago, Chile",Santiago,-33.516573659492,-70.558548161248,2026-12-13,13,1140,1260,88594,588067
ORD-CL-202612-001341,14.115.596 - 9,True,"calle merced 8350, Vitacura, Santiago, Chile",Vitacura,-33.3818347,-70.5658306,2026-12-14,14,1140,1260,487279,3680292
ORD-CL-202612-001342,7.734.479-1,True,"avenida. manuel montt 7498, Puente Alto, Santiago, Chile",Puente Alto,-33.561518572097,-70.563262222403,2026-12-13,13,780,900,66071,423797
ORD-CL-202612-001343,20473461-3,True,"avenida. libertador bernardo o'higgins 1672, Peñalolén, Santiago, Chile",Peñalolén,-33.446366739047,-70.659795829536,2026-12-15,15,540,660,44559,401086
ORD-CL-202612-001344,8.156.680-3,True,"avenida. las condes 6476, Peñalolén, Santiago, Chile",Peñalolén,-33.40748384033,-70.562677341208,2026-12-13,13,780,900,153017,892796
ORD-CL-202612-001345,12550331 - 9,True,"avenida. macul 6773, Estación Central, Santiago, Chile",Estación Central,-33.506121538323,-70.579053772326,2026-12-14,14,900,1020,114655,610574
ORD-CL-202612-001346,6.163.666 - 8,True,"avenida. tobalaba 8026, Maipú, Santiago, Chile",Maipú,-33.496690209233,-70.813523075054,2026-12-14,14,660,780,19335,64165
ORD-CL-202612-001347,10.189.674-4,True,"avenida. macul 4501, Puente Alto, Santiago, Chile",Puente Alto,-33.629424927755,-70.591468930075,2026-12-14,14,1140,1260,22592,92791
ORD-CL-202612-001348,19.651.236-1,True,"avenida. pajaritos 235, La Reina, Santiago, Chile",La Reina,-33.524772638228,-70.757038771754,2026-12-13,13,900,1020,329691,1702230
ORD-CL-202612-001349,17731216  -  7,True,"avenida. libertador bernardo o'higgins 9424, Macul, Santiago, Chile",Macul,-33.5398622372,-70.681176202066,2026-12-15,15,900,1020,99576,799756
ORD-CL-202612-001350,17.384.703 - 9,True,"avenida. independencia 8976, Estación Central, Santiago, Chile",Estación Central,-33.54381294124,-70.638685867301,2026-12-14,14,1020,1140,296268,1569890
ORD-CL-202612-001351,14.976.009-2,False,"avenida. la florida 9733, Providencia, Santiago, Chile",Providencia,-33.546785496153,-70.568823710579,2026-12-13,13,540,1260,91217,683068
ORD-CL-202612-001352,10.838.437 - 5,False,"calle teatinos 2173, Maipú, Santiago, Chile",Maipú,-33.444727838885,-70.654178327001,2026-12-13,13,540,1260,249119,1351279
ORD-CL-202612-001353,16.018.272 - 9,False,"calle monjitas 7075, Vitacura, Santiago, Chile",Vitacura,-33.3818347,-70.5658306,2026-12-13,13,540,1260,85400,508835
ORD-CL-202612-001354,9.490.310-5,True,"avenida. vicuna mackenna 9874, La Florida, Santiago, Chile",La Florida,-33.547316706235,-70.587369915621,2026-12-14,14,660,780,90525,679635
ORD-CL-202612-001355,9969180  -  0,True,"calle san diego 6271, La Reina, Santiago, Chile",La Reina,-33.444107404651,-70.651651197417,2026-12-14,14,900,1020,191746,1326342
ORD-CL-202612-001356,8.827.735-9,True,"avenida. pajaritos 4700, Macul, Santiago, Chile",Macul,-33.478854919541,-70.743247378032,2026-12-14,14,900,1020,480408,3800315
ORD-CL-202612-001357,15.003.737  -  9,True,"avenida. las condes 7420, Providencia, Santiago, Chile",Providencia,-33.402482342919,-70.55592595754,2026-12-13,13,660,780,112220,724478
ORD-CL-202612-001358,15.010.840-6,False,"calle amunategui 5187, Recoleta, Santiago, Chile",Recoleta,-33.416256393965,-70.667550494274,2026-12-13,13,540,1260,380208,2084761
ORD-CL-202612-001359,20.528.123-3,True,"avenida. grecia 3746, Peñalolén, Santiago, Chile",Peñalolén,-33.464757103224,-70.592279495016,2026-12-13,13,660,780,93464,665303
ORD-CL-202612-001360,17.904.645-9,True,"avenida. grecia 4822, Macul, Santiago, Chile",Macul,-33.467494080749,-70.580414071073,2026-12-14,14,900,1020,19764,32198
ORD-CL-202612-001361,12.210.986-5,False,"avenida. providencia 5225, Las Condes, Santiago, Chile",Las Condes,-33.428348419768,-70.619115940584,2026-12-15,15,540,1260,199783,1635562
ORD-CL-202612-001362,8264391 - 3,False,"avenida. departamental 9211, Maipú, Santiago, Chile",Maipú,-33.5131,-70.622,2026-12-12,12,540,1260,208127,1364794
ORD-CL-202612-001363,20.562.021-8,True,"gran avenida jose miguel carrera 5359, La Reina, Santiago, Chile",La Reina,-33.583729428377,-70.697480408957,2026-12-12,12,660,780,122513,787759
ORD-CL-202612-001364,6190976-9,False,"calle estado 9741, La Reina, Santiago, Chile",La Reina,-33.455809,-70.5448415,2026-12-13,13,540,1260,80553,603533
ORD-CL-202612-001365,5504653-3,False,"avenida. las condes 6424, Recoleta, Santiago, Chile",Recoleta,-33.40748384033,-70.562677341208,2026-12-14,14,540,1260,122167,935055
ORD-CL-202612-001366,16.629.884-3,True,"avenida. vitacura 5933, Estación Central, Santiago, Chile",Estación Central,-33.386336102274,-70.564031750957,2026-12-14,14,900,1020,291775,2433748
ORD-CL-202612-001367,14.333.549-2,False,"avenida. mapocho 5663, Ñuñoa, Santiago, Chile",Ñuñoa,-33.426715869479,-70.712967689678,2026-12-13,13,540,1260,150957,698632
ORD-CL-202612-001368,13.866.087-3,True,"avenida departamental 9238, Providencia, Santiago, Chile",Providencia,-33.5131,-70.622,2026-12-12,12,900,1020,295772,1792795
ORD-CL-202612-001369,21.043.135-1,False,"avenida. americo vespucio 7807, Lo Prado, Santiago, Chile",Lo Prado,-33.5217241426,-70.59801155956,2026-12-13,13,540,1260,119338,792266
ORD-CL-202612-001370,13377967-1,True,"calle amunategui 1785, Independencia, Santiago, Chile",Independencia,-33.416256393965,-70.667550494274,2026-12-13,13,1020,1140,224967,1396328
ORD-CL-202612-001371,13942216 - 4,True,"avenida. tobalaba 1924, Ñuñoa, Santiago, Chile",Ñuñoa,-33.436995509818,-70.576008334191,2026-12-13,13,540,660,491901,4464480
ORD-CL-202612-001372,8.438.148-8,False,"avenida. kennedy 6569, La Reina, Santiago, Chile",La Reina,-33.396310315208,-70.565509736463,2026-12-12,12,540,1260,82236,313031
ORD-CL-202612-001373,6.438.229-6,True,"calle merced 6576, Puente Alto, Santiago, Chile",Puente Alto,-33.6066736,-70.5773623,2026-12-15,15,900,1020,481120,3465210
ORD-CL-202612-001374,15.192.255-0,True,"calle san diego 9237, La Florida, Santiago, Chile",La Florida,-33.534224,-70.583539,2026-12-12,12,780,900,182504,1103279
ORD-CL-202612-001375,15.414.065 - 9,False,"avenida. vicuna mackenna 3234, La Reina, Santiago, Chile",La Reina,-33.480907136047,-70.621212278618,2026-12-14,14,540,1260,286367,2216373
ORD-CL-202612-001376,13.175.038-3,True,"calle estado 8042, Recoleta, Santiago, Chile",Recoleta,-33.443432535717,-70.648928126622,2026-12-15,15,1140,1260,318196,2263012
ORD-CL-202612-001377,18961378-1,True,"avenida. pedro de valdivia 2479, Las Condes, Santiago, Chile",Las Condes,-33.425067405227,-70.611738218117,2026-12-13,13,540,660,257680,1408889
ORD-CL-202612-001378,15.861.894 - 2,False,"avenida. vitacura 4145, Puente Alto, Santiago, Chile",Puente Alto,-33.386328608126,-70.564013729437,2026-12-15,15,540,1260,256301,1647757
ORD-CL-202612-001379,16.045.622 - 7,False,"calle bandera 653, La Florida, Santiago, Chile",La Florida,-33.435792324152,-70.652921232127,2026-12-14,14,540,1260,164159,1102106
ORD-CL-202612-001380,11969299-2,True,"avenida. vitacura 4042, Peñalolén, Santiago, Chile",Peñalolén,-33.386328176416,-70.564012691284,2026-12-13,13,540,660,28158,208266
ORD-CL-202612-001381,20.921.479-4,False,"calle san antonio 8635, Independencia, Santiago, Chile",Independencia,-33.437621089834,-70.648432127502,2026-12-13,13,540,1260,27799,116293
ORD-CL-202612-001382,19.045.111-0,False,"avenida. macul 5144, Providencia, Santiago, Chile",Providencia,-33.456984635919,-70.59781707335,2026-12-14,14,540,1260,47949,372304
ORD-CL-202612-001383,16353195-1,False,"avenida. pajaritos 2107, Providencia, Santiago, Chile",Providencia,-33.507035928578,-70.757174880237,2026-12-13,13,540,1260,13258,123090
ORD-CL-202612-001384,12.666.103-1,False,"avenida. departamental 129, La Reina, Santiago, Chile",La Reina,-33.50787192479,-70.617819284207,2026-12-12,12,540,1260,185861,1545477
ORD-CL-202612-001385,14799664-5,True,"avenida. americo vespucio 118, Independencia, Santiago, Chile",Independencia,-33.542309099297,-70.632757145636,2026-12-14,14,540,660,59203,436004
ORD-CL-202612-001386,5472652-1,False,"calle amunategui 3124, Vitacura, Santiago, Chile",Vitacura,-33.439185,-70.6581195,2026-12-15,15,540,1260,218594,1707212
ORD-CL-202612-001387,20657286 - 2,True,"avenida. manuel montt 8479, La Florida, Santiago, Chile",La Florida,-33.561514856752,-70.563263126264,2026-12-13,13,1020,1140,96759,494913
ORD-CL-202612-001388,8431260-9,False,"calle compania de jesus 871, Santiago, Santiago, Chile",Santiago,-33.348876055196,-70.744430277173,2026-12-13,13,540,1260,146212,1096501
ORD-CL-202612-001389,18.172.527-8,True,"calle teatinos 129, Vitacura, Santiago, Chile",Vitacura,-33.442081198003,-70.654620122291,2026-12-15,15,900,1020,211114,1096757
ORD-CL-202612-001390,21.783.616-1,False,"avenida. americo vespucio 3402, Providencia, Santiago, Chile",Providencia,-33.39589887979,-70.610846938074,2026-12-13,13,540,1260,194800,1565097
ORD-CL-202612-001391,16.946.426-7,False,"calle catedral 4222, La Reina, Santiago, Chile",La Reina,-33.440751426774,-70.692222627626,2026-12-13,13,540,1260,264817,1333021
ORD-CL-202612-001392,10793214-1,True,"calle huerfanos 7037, Ñuñoa, Santiago, Chile",Ñuñoa,-33.395502353974,-70.560930909902,2026-12-14,14,1020,1140,50874,235292
ORD-CL-202612-001393,8.829.354-0,True,"avenida. matta 1351, Macul, Santiago, Chile",Macul,-33.459509906107,-70.651867701976,2026-12-14,14,900,1020,267896,1963354
ORD-CL-202612-001394,19359934 - 4,False,"calle merced 4538, Puente Alto, Santiago, Chile",Puente Alto,-33.6066736,-70.5773623,2026-12-13,13,540,1260,274907,1848989
ORD-CL-202612-001395,14595198-5,True,"avenida. irarrazaval 2601, La Florida, Santiago, Chile",La Florida,-33.454368475955,-70.604092206191,2026-12-14,14,1020,1140,48779,323752
ORD-CL-202612-001396,10902419-0,True,"avenida. santa rosa 3238, La Florida, Santiago, Chile",La Florida,-33.557779358955,-70.560276230245,2026-12-15,15,1020,1140,120569,865938
ORD-CL-202612-001397,16489088  -  4,True,"avenida. macul 8544, Peñalolén, Santiago, Chile",Peñalolén,-33.508499291279,-70.561647168923,2026-12-13,13,1140,1260,300426,1953370
ORD-CL-202612-001398,8.288.925 - 9,True,"calle amunategui 8931, Estación Central, Santiago, Chile",Estación Central,-33.468546361614,-70.700004626263,2026-12-13,13,780,900,47106,235023
ORD-CL-202612-001399,20.952.007-0,True,"avenida. macul 7997, Independencia, Santiago, Chile",Independencia,-33.508482192497,-70.561754230488,2026-12-13,13,1020,1140,149577,976683
ORD-CL-202612-001400,9.962.795 - 0,True,"avenida. kennedy 2480, Providencia, Santiago, Chile",Providencia,-33.40941896899,-70.606019567927,2026-12-13,13,1140,1260,73212,439965
ORD-CL-202612-001401,10.688.858-8,True,"avenida. grecia 1540, Maipú, Santiago, Chile",Maipú,-33.512844214629,-70.77364022623,2026-12-12,12,660,780,84445,395685
ORD-CL-202612-001402,19.561.748-8,False,"gran avenida jose miguel carrera 5271, Puente Alto, Santiago, Chile",Puente Alto,-33.501877463232,-70.654574334646,2026-12-16,16,540,1260,97068,480103
ORD-CL-202612-001403,9.711.475-0,True,"avenida. providencia 4440, Lo Prado, Santiago, Chile",Lo Prado,-33.483049751453,-70.743798200532,2026-12-13,13,780,900,110620,732604
ORD-CL-202612-001404,16288073 - 6,False,"avenida. matta 6051, Puente Alto, Santiago, Chile",Puente Alto,-33.605579172057,-70.58802505767,2026-12-12,12,540,1260,8579,27300
ORD-CL-202612-001405,18.535.055 - 4,False,"avenida. providencia 8811, Maipú, Santiago, Chile",Maipú,-33.483049751453,-70.743798200532,2026-12-16,16,540,1260,137368,923113
ORD-CL-202612-001406,9.965.545-2,True,"avenida. kennedy 7678, Recoleta, Santiago, Chile",Recoleta,-33.409282908945,-70.604791503124,2026-12-14,14,1020,1140,31373,180143
ORD-CL-202612-001407,19345431-2,False,"avenida. libertador bernardo o'higgins 5449, Las Condes, Santiago, Chile",Las Condes,-33.413317845395,-70.574696609087,2026-12-14,14,540,1260,166422,953626
ORD-CL-202612-001408,22031223 - 7,False,"calle amunategui 3146, Las Condes, Santiago, Chile",Las Condes,-33.439185,-70.6581195,2026-12-13,13,540,1260,46417,285015
ORD-CL-202612-001409,19.119.546-0,True,"calle catedral 1418, Macul, Santiago, Chile",Macul,-33.437925824146,-70.656410431354,2026-12-13,13,540,660,411873,3481047
ORD-CL-202612-001410,14.867.251-1,True,"calle catedral 3440, Independencia, Santiago, Chile",Independencia,-33.438297133888,-70.659944515034,2026-12-14,14,660,780,7573,48983
ORD-CL-202612-001411,17045268-1,False,"avenida. pedro de valdivia 3805, Ñuñoa, Santiago, Chile",Ñuñoa,-33.457291580803,-70.605563748467,2026-12-15,15,540,1260,85518,528674
ORD-CL-202612-001412,6505448 - 5,True,"avenida. la florida 3026, Santiago, Santiago, Chile",Santiago,-33.400030144708,-70.62680691571,2026-12-14,14,660,780,25314,72876
ORD-CL-202612-001413,17.717.616-9,False,"avenida. vitacura 5311, La Reina, Santiago, Chile",La Reina,-33.386333495249,-70.564025481726,2026-12-15,15,540,1260,80552,607496
ORD-CL-202612-001414,13651938  -  0,True,"calle morande 1676, Quinta Normal, Santiago, Chile",Quinta Normal,-33.434552626656,-70.682596353604,2026-12-13,13,1140,1260,275341,1846329
ORD-CL-202612-001415,11.046.238 - 5,False,"calle catedral 4077, Estación Central, Santiago, Chile",Estación Central,-33.441590919835,-70.698773171162,2026-12-14,14,540,1260,116315,825298
ORD-CL-202612-001416,16445432 - 1,False,"avenida. santa rosa 8652, Peñalolén, Santiago, Chile",Peñalolén,-33.539642757102,-70.634211181113,2026-12-15,15,540,1260,78152,650173
ORD-CL-202612-001417,8739314-1,False,"avenida. matta 1939, La Florida, Santiago, Chile",La Florida,-33.365685939668,-70.706087877376,2026-12-13,13,540,1260,174861,1252717
ORD-CL-202612-001418,5928181-2,False,"avenida kennedy 5542, Ñuñoa, Santiago, Chile",Ñuñoa,-33.399290974732,-70.575444020675,2026-12-12,12,540,1260,240663,1544184
ORD-CL-202612-001419,13858234 - 4,False,"calle merced 8925, Lo Prado, Santiago, Chile",Lo Prado,-33.445778,-70.7394712,2026-12-13,13,540,1260,128285,986354
ORD-CL-202612-001420,22716997-1,True,"calle compania de jesus 386, Peñalolén, Santiago, Chile",Peñalolén,-33.439193269377,-70.658809779914,2026-12-14,14,660,780,37403,152889
ORD-CL-202612-001421,17.517.740-0,True,"avenida. pajaritos 6127, Independencia, Santiago, Chile",Independencia,-33.461784126815,-70.719654860466,2026-12-13,13,780,900,122721,769015
ORD-CL-202612-001422,8.812.313 - 1,True,"calle bandera 6289, Las Condes, Santiago, Chile",Las Condes,-33.4144312,-70.5570261,2026-12-14,14,1020,1140,29252,132676
ORD-CL-202612-001423,9.374.030 - 0,False,"avenida. macul 3991, Macul, Santiago, Chile",Macul,-33.490358110029,-70.599756029342,2026-12-14,14,540,1260,111326,909361
ORD-CL-202612-001424,6.139.798-2,False,"calle teatinos 9278, Maipú, Santiago, Chile",Maipú,-33.444727838885,-70.654178327001,2026-12-16,16,540,1260,30577,119355
ORD-CL-202612-001425,10284916-2,True,"calle arturo prat 1115, Maipú, Santiago, Chile",Maipú,-33.59123578928,-70.712216985744,2026-12-15,15,1020,1140,266884,2059565
ORD-CL-202612-001426,19.816.210-6,True,"avenida. grecia 5903, Maipú, Santiago, Chile",Maipú,-33.512844214629,-70.77364022623,2026-12-14,14,540,660,83165,542741
ORD-CL-202612-001427,16433287 - 4,False,"avenida. la florida 6743, Puente Alto, Santiago, Chile",Puente Alto,-33.548330374102,-70.567337537599,2026-12-14,14,540,1260,19611,81168
ORD-CL-202612-001428,6.659.736-1,True,"avenida. santa rosa 1724, Santiago, Santiago, Chile",Santiago,-33.468198905673,-70.642263059895,2026-12-13,13,1140,1260,116575,909999
ORD-CL-202612-001429,12513523 - 4,True,"gran avenida jose miguel carrera 1905, Independencia, Santiago, Chile",Independencia,-33.58361040244,-70.697392787091,2026-12-14,14,540,660,359045,2174992
ORD-CL-202612-001430,12.513.523-4,True,"gran avenida jose miguel carrera 1905, Independencia, Santiago, Chile",Independencia,-33.58361040244,-70.697392787091,2026-12-15,15,660,780,29367,184434
ORD-CL-202612-001431,22911959-6,True,"avenida. matta 2502, Estación Central, Santiago, Chile",Estación Central,-33.4593631,-70.6984636,2026-12-16,16,540,660,160318,796430
ORD-CL-202612-001432,18046390 - 8,True,"avenida. manuel montt 4666, Quinta Normal, Santiago, Chile",Quinta Normal,-33.561641796178,-70.563227354262,2026-12-14,14,780,900,648197,5510558
ORD-CL-202612-001433,6.899.786-1,True,"calle merced 6738, Lo Prado, Santiago, Chile",Lo Prado,-33.445778,-70.7394712,2026-12-15,15,1020,1140,154562,1110172
ORD-CL-202612-001434,6.606.107-5,True,"avenida. providencia 3544, Puente Alto, Santiago, Chile",Puente Alto,-33.602443255972,-70.556685745267,2026-12-14,14,660,780,173891,1175542
ORD-CL-202612-001435,18.136.533 - 6,True,"avenida. libertador bernardo o'higgins 1045, Ñuñoa, Santiago, Chile",Ñuñoa,-33.443729812737,-70.650852315869,2026-12-16,16,540,660,34861,292636
ORD-CL-202612-001436,18.458.810 - 9,True,"avenida. providencia 5249, Quinta Normal, Santiago, Chile",Quinta Normal,-33.4277648,-70.708275,2026-12-14,14,1140,1260,135432,763790
ORD-CL-202612-001437,19737878-6,False,"avenida vitacura 7559, Estación Central, Santiago, Chile",Estación Central,-33.386342917422,-70.564048139656,2026-12-15,15,540,1260,279297,1595215
ORD-CL-202612-001438,7972328-1,True,"avenida. la florida 9292, Independencia, Santiago, Chile",Independencia,-33.536147534061,-70.572967535902,2026-12-15,15,780,900,126450,790719
ORD-CL-202612-001439,19.948.802-5,False,"avenida. providencia 7581, Independencia, Santiago, Chile",Independencia,-33.4223899,-70.6551983,2026-12-16,16,540,1260,103072,956361
ORD-CL-202612-001440,8.336.332-0,True,"avenida. manuel montt 685, Recoleta, Santiago, Chile",Recoleta,-33.434187064428,-70.616980515261,2026-12-14,14,780,900,48493,401370
ORD-CL-202612-001441,10.419.414-1,False,"avenida. providencia 1261, La Florida, Santiago, Chile",La Florida,-33.514988151619,-70.560514512733,2026-12-15,15,540,1260,501092,3712967
ORD-CL-202612-001442,9.773.714-3,True,"avenida. matta 6450, Recoleta, Santiago, Chile",Recoleta,-33.414148307473,-70.629306780671,2026-12-15,15,540,660,163456,1218605
ORD-CL-202612-001443,22.445.445 - 9,True,"avenida. kennedy 7707, Providencia, Santiago, Chile",Providencia,-33.40941896899,-70.606019567927,2026-12-14,14,1020,1140,62014,361380
ORD-CL-202612-001444,9.773.714  -  3,True,"avenida. matta 6450, Recoleta, Santiago, Chile",Recoleta,-33.414148307473,-70.629306780671,2026-12-14,14,540,660,251586,1742557
ORD-CL-202612-001445,20.607.589-7,False,"calle merced 6656, Lo Prado, Santiago, Chile",Lo Prado,-33.445778,-70.7394712,2026-12-15,15,540,1260,56761,298196
ORD-CL-202612-001446,6318395-2,False,"avenida. irarrazaval 3425, Las Condes, Santiago, Chile",Las Condes,-33.455365515992,-70.59517049724,2026-12-15,15,540,1260,94920,510292
