Vehiculo_Fisico,Secuencia,Cluster_Visitado,Clase_K,Nodo,Direccion,Coordenadas,Distancia_Recorrida_km,Tiempo_Viaje_min,Hora_Llegada,Ventana,Inicio_Servicio,Tiempo_Servicio_min,Vol_L,Peso_kg,Tiempo_Espera_min,Violacion_Vol,Violacion_Peso,Violacion_Ventana_min,Estado
14,2,8,K11,ORD-CL-202612-000299_7499857    0,"calle santo domingo 8998, Maipú, Santiago, Chile","(-33.4879, -70.7441)",0.87,1.6,09:29,"[15:00, 17:00]",15:00,5.0,1535.3,238.8,330.0,0.0,0.0,0.0,⏳
14,3,8,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",12.72,27.3,15:32,—,—,—,—,—,—,0.0,0.0,—,🏠
15,0,5,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,09:00,—,09:00,—,—,—,—,0.0,0.0,—,🚗
15,1,5,K11,ORD-CL-202612-000389_16887774  4,"calle estado 4661, Puente Alto, Santiago, Chile","(-33.6067, -70.5774)",16.23,30.4,09:30,"[09:00, 21:00]",09:30,5.0,631.0,143.4,0.0,0.0,0.0,0.0,✅
15,2,5,K11,ORD-CL-202612-000228_229301381,"calle huerfanos 4079, Puente Alto, Santiago, Chile","(-33.6069, -70.5307)",5.16,9.7,09:45,"[09:00, 21:00]",09:45,5.0,373.3,43.6,0.0,0.0,0.0,0.0,✅
15,3,5,K11,ORD-CL-202612-000162_122210107,"avenida. matta 5052, Puente Alto, Santiago, Chile","(-33.6056, -70.5880)",6.16,11.9,10:02,"[09:00, 21:00]",10:02,5.0,270.5,40.1,0.0,0.0,0.0,0.0,✅
15,4,5,K11,ORD-CL-202612-000344_18429770  6,"calle huerfanos 8536, Puente Alto, Santiago, Chile","(-33.6059, -70.5154)",7.73,15.8,10:22,"[09:00, 21:00]",10:22,5.0,180.7,47.2,0.0,0.0,0.0,0.0,✅
15,5,5,K11,ORD-CL-202612-000263_13775682    8,"calle monjitas 6910, Puente Alto, Santiago, Chile","(-33.6067, -70.5774)",6.55,13.5,10:41,"[17:00, 19:00]",17:00,5.0,232.1,62.6,378.6,0.0,0.0,0.0,⏳
15,6,5,K11,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",16.45,34.0,17:39,—,—,—,—,—,—,0.0,0.0,—,🏠
16,0,3,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,11:00,—,—,—,—,0.0,0.0,—,🚗
16,1,3,K21,ORD-CL-202612-000240_211776385,"avenida. pajaritos 1039, La Florida, Santiago, Chile","(-33.5203, -70.5784)",8.1,17.8,11:17,"[11:00, 13:00]",11:17,5.0,2752.7,368.9,0.0,0.0,0.0,0.0,✅
16,2,3,K21,ORD-CL-202612-000073_141729028,"calle arturo prat 4790, La Florida, Santiago, Chile","(-33.5314, -70.5914)",2.72,6.0,11:28,"[09:00, 21:00]",11:28,5.0,657.1,73.8,0.0,0.0,0.0,0.0,✅
16,3,3,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.05,18.0,11:51,—,—,—,—,—,—,0.0,0.0,—,🏠
16,4,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,17:00,—,—,—,—,0.0,0.0,—,🚗
16,5,0,K22,ORD-CL-202612-000147_22644999    4,"calle catedral 9906, Recoleta, Santiago, Chile","(-33.4383, -70.6599)",6.05,12.5,17:12,"[17:00, 19:00]",17:12,5.0,2918.5,422.4,0.0,0.0,0.0,0.0,✅
16,6,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.18,12.8,17:30,—,—,—,—,—,—,0.0,0.0,—,🏠
17,0,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,11:00,—,—,—,—,0.0,0.0,—,🚗
17,1,0,K21,ORD-CL-202612-000190_145443005,"calle morande 5902, Quinta Normal, Santiago, Chile","(-33.4346, -70.6826)",8.56,18.8,11:18,"[09:00, 21:00]",11:18,5.0,1558.0,217.2,0.0,0.0,0.0,0.0,✅
17,2,0,K21,ORD-CL-202612-000290_95787916,"avenida. libertador bernardo o'higgins 2045, Recoleta, Santiago, Chile","(-33.4458, -70.6602)",3.77,8.4,11:32,"[09:00, 21:00]",11:32,5.0,1508.8,212.3,0.0,0.0,0.0,0.0,✅
17,3,0,K21,ORD-CL-202612-000348_21466765  2,"calle estado 8982, Santiago, Santiago, Chile","(-33.4434, -70.6489)",1.12,2.5,11:39,"[09:00, 21:00]",11:39,5.0,407.2,68.8,0.0,0.0,0.0,0.0,✅
17,4,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.59,10.6,11:55,—,—,—,—,—,—,0.0,0.0,—,🏠
17,5,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,17:00,—,—,—,—,0.0,0.0,—,🚗
17,6,0,K22,ORD-CL-202612-000224_16111501    1,"avenida. mapocho 2352, Recoleta, Santiago, Chile","(-33.4321, -70.6671)",7.24,15.0,17:14,"[17:00, 19:00]",17:14,5.0,2943.2,391.0,0.0,0.0,0.0,0.0,✅
17,7,0,K22,ORD-CL-202612-000388_148672511,"calle catedral 3440, Independencia, Santiago, Chile","(-33.4383, -70.6599)",1.22,2.5,17:22,"[17:00, 19:00]",17:22,5.0,436.8,81.2,0.0,0.0,0.0,0.0,✅
17,8,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",6.12,12.7,17:40,—,—,—,—,—,—,0.0,0.0,—,🏠
18,0,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,11:00,—,—,—,—,0.0,0.0,—,🚗
18,1,0,K21,ORD-CL-202612-000203_10061823  5,"calle merced 7933, Estación Central, Santiago, Chile","(-33.4594, -70.6985)",8.44,18.5,11:18,"[11:00, 13:00]",11:18,5.0,1617.3,210.5,0.0,0.0,0.0,0.0,✅
18,2,0,K21,ORD-CL-202612-000282_11677416  6,"calle morande 1655, Quinta Normal, Santiago, Chile","(-33.4346, -70.6826)",3.99,8.9,11:32,"[09:00, 21:00]",11:32,5.0,775.0,111.3,0.0,0.0,0.0,0.0,✅
18,3,0,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",8.92,20.1,11:57,—,—,—,—,—,—,0.0,0.0,—,🏠
18,4,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,17:00,—,—,—,—,0.0,0.0,—,🚗
18,5,0,K22,ORD-CL-202612-000314_7894878  8,"calle huerfanos 6471, Quinta Normal, Santiago, Chile","(-33.4438, -70.6958)",9.21,19.0,17:19,"[09:00, 21:00]",17:19,5.0,3549.6,370.3,0.0,0.0,0.0,0.0,✅
18,6,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",9.26,19.2,17:43,—,—,—,—,—,—,0.0,0.0,—,🏠
19,0,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,11:00,—,—,—,—,0.0,0.0,—,🚗
19,1,4,K21,ORD-CL-202612-000264_12447358  7,"avenida. las condes 7304, Puente Alto, Santiago, Chile","(-33.4036, -70.5565)",12.09,26.5,11:26,"[09:00, 21:00]",11:26,5.0,11.3,4.9,0.0,0.0,0.0,0.0,✅
19,2,4,K21,ORD-CL-202612-000149_164783943,"avenida. las condes 7366, Providencia, Santiago, Chile","(-33.4032, -70.5563)",0.03,0.1,11:31,"[09:00, 21:00]",11:31,5.0,3293.2,357.4,0.0,0.0,0.0,0.0,✅
19,3,4,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",12.01,27.1,12:03,—,—,—,—,—,—,0.0,0.0,—,🏠
19,4,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,17:00,—,—,—,—,0.0,0.0,—,🚗
19,5,1,K22,ORD-CL-202612-000050_123344208,"calle teatinos 7022, Providencia, Santiago, Chile","(-33.4324, -70.6098)",6.04,12.5,17:12,"[09:00, 21:00]",17:12,5.0,3376.9,357.9,0.0,0.0,0.0,0.0,✅
19,6,1,K22,ORD-CL-202612-000213_7891477    2,"avenida. providencia 5573, Providencia, Santiago, Chile","(-33.4283, -70.6191)",1.36,2.8,17:20,"[17:00, 19:00]",17:20,5.0,105.2,25.3,0.0,0.0,0.0,0.0,✅
19,7,1,K22,ORD-CL-202612-000123_5257070  1,"avenida. macul 1756, Maipú, Santiago, Chile","(-33.4708, -70.5985)",6.01,12.4,17:37,"[19:00, 21:00]",19:00,5.0,167.5,26.6,82.2,0.0,0.0,0.0,⏳
19,8,1,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",2.86,6.0,19:10,—,—,—,—,—,—,0.0,0.0,—,🏠
20,0,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,11:00,—,11:00,—,—,—,—,0.0,0.0,—,🚗
20,1,1,K21,ORD-CL-202612-000406_14206573  5,"avenida. recoleta 2761, Santiago, Santiago, Chile","(-33.4015, -70.6428)",8.42,18.5,11:18,"[09:00, 21:00]",11:18,5.0,1421.1,203.2,0.0,0.0,0.0,0.0,✅
20,2,1,K21,ORD-CL-202612-000382_22428951    5,"avenida. matta 2839, Recoleta, Santiago, Chile","(-33.4141, -70.6293)",2.29,5.1,11:28,"[09:00, 21:00]",11:28,5.0,664.6,70.7,0.0,0.0,0.0,0.0,✅
20,3,1,K21,ORD-CL-202612-000219_12334763  3,"avenida. vicuna mackenna 3407, Ñuñoa, Santiago, Chile","(-33.4847, -70.6206)",9.19,20.6,11:54,"[13:00, 15:00]",13:00,5.0,1496.5,242.1,65.9,0.0,0.0,0.0,⏳
20,4,1,K21,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",1.96,4.9,13:09,—,—,—,—,—,—,0.0,0.0,—,🏠
20,5,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",0.0,0.0,17:00,—,17:00,—,—,—,—,0.0,0.0,—,🚗
20,6,0,K22,ORD-CL-202612-000270_12996594    8,"avenida. mapocho 1503, Santiago, Santiago, Chile","(-33.4320, -70.6655)",6.94,14.4,17:14,"[17:00, 19:00]",17:14,5.0,1299.4,153.7,0.0,0.0,0.0,0.0,✅
20,7,0,K22,ORD-CL-202612-000364_9084968  3,"calle merced 3073, Ñuñoa, Santiago, Chile","(-33.4369, -70.6394)",2.8,5.8,17:25,"[09:00, 21:00]",17:25,5.0,323.5,40.5,0.0,0.0,0.0,0.0,✅
20,8,0,K22,ORD-CL-202612-000077_227169971,"calle compania de jesus 386, Peñalolén, Santiago, Chile","(-33.4392, -70.6588)",1.95,4.0,17:34,"[17:00, 19:00]",17:34,5.0,684.8,118.3,0.0,0.0,0.0,0.0,✅
20,9,0,K22,ORD-CL-202612-000296_8829354    0,"avenida. matta 1351, Macul, Santiago, Chile","(-33.4595, -70.6519)",2.71,5.6,17:44,"[19:00, 21:00]",19:00,5.0,223.5,36.2,75.2,0.0,0.0,0.0,⏳
20,10,0,K22,ORD-CL-202612-000237_22050970  7,"calle san diego 439, Las Condes, Santiago, Chile","(-33.4509, -70.6504)",1.25,2.6,19:07,"[09:00, 21:00]",19:07,5.0,746.3,98.9,0.0,0.0,0.0,0.0,✅
20,11,0,K22,DEPOT_01_BASE,Base Depósito,"(-33.4713, -70.6268)",4.32,9.1,19:21,—,—,—,—,—,—,0.0,0.0,—,🏠
